"","LGA","Dates","Capacity","Installations"
"9614","Harvey (S)","2004-03-01",0,0
"9615","Harvey (S)","2004-04-01",0,0
"9616","Harvey (S)","2004-05-01",0,0
"9617","Harvey (S)","2004-06-01",0,0
"9618","Harvey (S)","2004-07-01",0,0
"9619","Harvey (S)","2004-08-01",0,0
"9620","Harvey (S)","2004-09-01",0,0
"9621","Harvey (S)","2004-10-01",0,0
"9622","Harvey (S)","2004-11-01",0,0
"9623","Harvey (S)","2004-12-01",0,0
"9624","Harvey (S)","2005-01-01",0,0
"9625","Harvey (S)","2005-02-01",0,0
"9626","Harvey (S)","2005-03-01",0,0
"9627","Harvey (S)","2005-04-01",0,0
"9628","Harvey (S)","2005-05-01",0,0
"9629","Harvey (S)","2005-06-01",0,0
"9630","Harvey (S)","2005-07-01",0,0
"9631","Harvey (S)","2005-08-01",0,0
"9632","Harvey (S)","2005-09-01",0,0
"9633","Harvey (S)","2005-10-01",0,0
"9634","Harvey (S)","2005-11-01",0,0
"9635","Harvey (S)","2005-12-01",0,0
"9636","Harvey (S)","2006-01-01",0,0
"9637","Harvey (S)","2006-02-01",0,0
"9638","Harvey (S)","2006-03-01",0,0
"9639","Harvey (S)","2006-04-01",0,0
"9640","Harvey (S)","2006-05-01",0,0
"9641","Harvey (S)","2006-06-01",0,0
"9642","Harvey (S)","2006-07-01",0,0
"9643","Harvey (S)","2006-08-01",0,0
"9644","Harvey (S)","2006-09-01",0,0
"9645","Harvey (S)","2006-10-01",0,0
"9646","Harvey (S)","2006-11-01",0,0
"9647","Harvey (S)","2006-12-01",0,0
"9648","Harvey (S)","2007-01-01",0,0
"9649","Harvey (S)","2007-02-01",2.31,1
"9650","Harvey (S)","2007-03-01",0,0
"9651","Harvey (S)","2007-04-01",0,0
"9652","Harvey (S)","2007-05-01",0,0
"9653","Harvey (S)","2007-06-01",0,0
"9654","Harvey (S)","2007-07-01",0,0
"9655","Harvey (S)","2007-08-01",0,0
"9656","Harvey (S)","2007-09-01",0,0
"9657","Harvey (S)","2007-10-01",0,0
"9658","Harvey (S)","2007-11-01",0,0
"9659","Harvey (S)","2007-12-01",0,0
"9660","Harvey (S)","2008-01-01",0,0
"9661","Harvey (S)","2008-02-01",0,0
"9662","Harvey (S)","2008-03-01",1.44,1
"9663","Harvey (S)","2008-04-01",0,0
"9664","Harvey (S)","2008-05-01",0,0
"9665","Harvey (S)","2008-06-01",0,0
"9666","Harvey (S)","2008-07-01",0,0
"9667","Harvey (S)","2008-08-01",0,0
"9668","Harvey (S)","2008-09-01",2.43,2
"9669","Harvey (S)","2008-10-01",0,0
"9670","Harvey (S)","2008-11-01",6.18,2
"9671","Harvey (S)","2008-12-01",0,0
"9672","Harvey (S)","2009-01-01",1,1
"9673","Harvey (S)","2009-02-01",0,0
"9674","Harvey (S)","2009-03-01",0,0
"9675","Harvey (S)","2009-04-01",1,1
"9676","Harvey (S)","2009-05-01",7.57,3
"9677","Harvey (S)","2009-06-01",2.475,1
"9678","Harvey (S)","2009-07-01",1.8,1
"9679","Harvey (S)","2009-08-01",1.05,1
"9680","Harvey (S)","2009-09-01",1.08,1
"9681","Harvey (S)","2009-10-01",6.961,3
"9682","Harvey (S)","2009-11-01",2.61,2
"9683","Harvey (S)","2009-12-01",1.02,1
"9684","Harvey (S)","2010-01-01",1.02,1
"9685","Harvey (S)","2010-02-01",13.485,6
"9686","Harvey (S)","2010-03-01",7.34,4
"9687","Harvey (S)","2010-04-01",7.88,4
"9688","Harvey (S)","2010-05-01",9.75,5
"9689","Harvey (S)","2010-06-01",18.95,7
"9690","Harvey (S)","2010-07-01",14.31,7
"9691","Harvey (S)","2010-08-01",25.57,11
"9692","Harvey (S)","2010-09-01",27.07,10
"9693","Harvey (S)","2010-10-01",22.11,6
"9694","Harvey (S)","2010-11-01",20.149,10
"9695","Harvey (S)","2010-12-01",8.23,4
"9696","Harvey (S)","2011-01-01",28.924,13
"9697","Harvey (S)","2011-02-01",9.21,5
"9698","Harvey (S)","2011-03-01",73.81,23
"9699","Harvey (S)","2011-04-01",35.46,15
"9700","Harvey (S)","2011-05-01",38.68,19
"9701","Harvey (S)","2011-06-01",118.3,38
"9702","Harvey (S)","2011-07-01",26.6,12
"9703","Harvey (S)","2011-08-01",78.785,28
"9704","Harvey (S)","2011-09-01",81.65,30
"9705","Harvey (S)","2011-10-01",34.09,15
"9706","Harvey (S)","2011-11-01",20.73,11
"9707","Harvey (S)","2011-12-01",27.7,12
"9708","Harvey (S)","2012-01-01",28.924,13
"9709","Harvey (S)","2012-02-01",9.21,5
"9710","Harvey (S)","2012-03-01",73.81,23
"9711","Harvey (S)","2012-04-01",35.46,15
"9712","Harvey (S)","2012-05-01",38.68,19
"9713","Harvey (S)","2012-06-01",118.3,38
"9714","Harvey (S)","2012-07-01",26.6,12
"9715","Harvey (S)","2012-08-01",78.785,28
"9716","Harvey (S)","2012-09-01",81.65,30
"9717","Harvey (S)","2012-10-01",34.09,15
"9718","Harvey (S)","2012-11-01",20.73,11
"9719","Harvey (S)","2012-12-01",27.7,12
"9720","Harvey (S)","2013-01-01",22.65,6
"9721","Harvey (S)","2013-02-01",14.82,7
"9722","Harvey (S)","2013-03-01",47.495,8
"9723","Harvey (S)","2013-04-01",22.8,7
"9724","Harvey (S)","2013-05-01",27.5,4
"9725","Harvey (S)","2013-06-01",12.61,5
"9726","Harvey (S)","2013-07-01",26.673,9
"9727","Harvey (S)","2013-08-01",18.75,7
"9728","Harvey (S)","2013-09-01",7.5,4
"9729","Harvey (S)","2013-10-01",16.9,5
"9730","Harvey (S)","2013-11-01",24.7,6
"9731","Harvey (S)","2013-12-01",19.46,6
"9732","Harvey (S)","2014-01-01",9.578,3
"9733","Harvey (S)","2014-02-01",26.95,6
"9734","Harvey (S)","2014-03-01",28.81,8
"9735","Harvey (S)","2014-04-01",14.7,5
"9736","Harvey (S)","2014-05-01",2.5,1
"9737","Harvey (S)","2014-06-01",140.3,10
"9738","Harvey (S)","2014-07-01",20.7,6
"9739","Harvey (S)","2014-08-01",57.3,5
"9740","Harvey (S)","2014-09-01",60.5,5
"9741","Harvey (S)","2014-10-01",39.24,9
"9742","Harvey (S)","2014-11-01",55.093,13
"9743","Harvey (S)","2014-12-01",35.5,8
"9744","Harvey (S)","2015-01-01",44.82,12
"9745","Harvey (S)","2015-02-01",59.33,10
"9746","Harvey (S)","2015-03-01",20.826,7
"9747","Harvey (S)","2015-04-01",15.96,5
"9748","Harvey (S)","2015-05-01",18.48,4
"9749","Harvey (S)","2015-06-01",32.1,9
"9750","Harvey (S)","2015-07-01",28.42,6
"9751","Harvey (S)","2015-08-01",20.12,4
"9752","Harvey (S)","2015-09-01",63.54,12
"9753","Harvey (S)","2015-10-01",37.065,9
"9754","Harvey (S)","2015-11-01",69.1,16
"9755","Harvey (S)","2015-12-01",51.58,12
"9756","Harvey (S)","2016-01-01",18.72,4
"9757","Harvey (S)","2016-02-01",55.52,15
"9758","Harvey (S)","2016-03-01",21.66,4
"9759","Harvey (S)","2016-04-01",39.84,8
"9760","Harvey (S)","2016-05-01",37.96,8
"9761","Harvey (S)","2016-06-01",31.06,8
"9762","Harvey (S)","2016-07-01",34.09,8
"9763","Harvey (S)","2016-08-01",19.9,6
"9764","Harvey (S)","2016-09-01",35.26,7
"9765","Harvey (S)","2016-10-01",113.3,4
"9766","Harvey (S)","2016-11-01",80.165,15
"9767","Harvey (S)","2016-12-01",25.35,6
"9768","Harvey (S)","2017-01-01",46.838,10
"9769","Harvey (S)","2017-02-01",24.41,5
"9770","Harvey (S)","2017-03-01",66.05,15
"9771","Harvey (S)","2017-04-01",61.32,14
"9772","Harvey (S)","2017-05-01",71.623,13
"9773","Harvey (S)","2017-06-01",72.025,12
"9774","Harvey (S)","2017-07-01",45.91,10
"9775","Harvey (S)","2017-08-01",96.17,18
"9776","Harvey (S)","2017-09-01",53.735,10
"9777","Harvey (S)","2017-10-01",105.83,12
"9778","Harvey (S)","2017-11-01",17.05,3
"9779","Harvey (S)","2017-12-01",47.235,7
"9780","Harvey (S)","2018-01-01",130.02,7
"9781","Harvey (S)","2018-02-01",78.89,14
"9782","Harvey (S)","2018-03-01",63.57,6
"9783","Harvey (S)","2018-04-01",54.85,10
"9784","Harvey (S)","2018-05-01",152.785,12
"9785","Harvey (S)","2018-06-01",115.455,15
"9786","Harvey (S)","2018-07-01",60.525,11
"9787","Harvey (S)","2018-08-01",76.525,11
"9788","Harvey (S)","2018-09-01",49.525,10
"9789","Harvey (S)","2018-10-01",169.25,14
"9790","Harvey (S)","2018-11-01",115.99,18
"9791","Harvey (S)","2018-12-01",66.75,11
"9792","Harvey (S)","2019-01-01",61.815,10
"9793","Harvey (S)","2019-02-01",56.165,7
"9794","Harvey (S)","2019-03-01",95.755,16
"9795","Harvey (S)","2019-04-01",86.375,15
"9796","Harvey (S)","2019-05-01",59.62,10
"9797","Harvey (S)","2019-06-01",39.6,6
"9798","Harvey (S)","2019-07-01",50.02,9
"9799","Harvey (S)","2019-08-01",75.335,13
"9800","Harvey (S)","2019-09-01",52.685,5
"9801","Harvey (S)","2019-10-01",93.185,12
"9802","Harvey (S)","2019-11-01",145.415,9
"9803","Harvey (S)","2019-12-01",161.81,11
"9804","Irwin (S)","2001-04-01",0,0
"9805","Irwin (S)","2001-05-01",0,0
"9806","Irwin (S)","2001-06-01",0,0
"9807","Irwin (S)","2001-07-01",0,0
"9808","Irwin (S)","2001-08-01",0,0
"9809","Irwin (S)","2001-09-01",0,0
"9810","Irwin (S)","2001-10-01",0,0
"9811","Irwin (S)","2001-11-01",0,0
"9812","Irwin (S)","2001-12-01",0,0
"9813","Irwin (S)","2002-01-01",0,0
"9814","Irwin (S)","2002-02-01",0,0
"9815","Irwin (S)","2002-03-01",0,0
"9816","Irwin (S)","2002-04-01",0,0
"9817","Irwin (S)","2002-05-01",0,0
"9818","Irwin (S)","2002-06-01",0,0
"9819","Irwin (S)","2002-07-01",0,0
"9820","Irwin (S)","2002-08-01",0,0
"9821","Irwin (S)","2002-09-01",0,0
"9822","Irwin (S)","2002-10-01",0,0
"9823","Irwin (S)","2002-11-01",0,0
"9824","Irwin (S)","2002-12-01",0,0
"9825","Irwin (S)","2004-01-01",0,0
"9826","Irwin (S)","2004-02-01",0,0
"9827","Irwin (S)","2004-03-01",0,0
"9828","Irwin (S)","2004-04-01",0,0
"9829","Irwin (S)","2004-05-01",0,0
"9830","Irwin (S)","2004-06-01",0,0
"9831","Irwin (S)","2004-07-01",0,0
"9832","Irwin (S)","2004-08-01",0,0
"9833","Irwin (S)","2004-09-01",0,0
"9834","Irwin (S)","2004-10-01",0,0
"9835","Irwin (S)","2004-11-01",0,0
"9836","Irwin (S)","2004-12-01",0,0
"9837","Irwin (S)","2005-01-01",0,0
"9838","Irwin (S)","2005-02-01",0,0
"9839","Irwin (S)","2005-03-01",0,0
"9840","Irwin (S)","2005-04-01",0,0
"9841","Irwin (S)","2005-05-01",0,0
"9842","Irwin (S)","2005-06-01",0,0
"9843","Irwin (S)","2005-07-01",0,0
"9844","Irwin (S)","2005-08-01",0,0
"9845","Irwin (S)","2005-09-01",0,0
"9846","Irwin (S)","2005-10-01",0,0
"9847","Irwin (S)","2005-11-01",0,0
"9848","Irwin (S)","2005-12-01",0,0
"9849","Irwin (S)","2006-01-01",0,0
"9850","Irwin (S)","2006-02-01",0,0
"9851","Irwin (S)","2006-03-01",0,0
"9852","Irwin (S)","2006-04-01",0,0
"9853","Irwin (S)","2006-05-01",0,0
"9854","Irwin (S)","2006-06-01",0,0
"9855","Irwin (S)","2006-07-01",0,0
"9856","Irwin (S)","2006-08-01",0,0
"9857","Irwin (S)","2006-09-01",0,0
"9858","Irwin (S)","2006-10-01",0,0
"9859","Irwin (S)","2006-11-01",0,0
"9860","Irwin (S)","2006-12-01",0,0
"9861","Irwin (S)","2007-01-01",0,0
"9862","Irwin (S)","2007-02-01",0,0
"9863","Irwin (S)","2007-03-01",0,0
"9864","Irwin (S)","2007-04-01",0,0
"9865","Irwin (S)","2007-05-01",0,0
"9866","Irwin (S)","2007-06-01",0,0
"9867","Irwin (S)","2007-07-01",0,0
"9868","Irwin (S)","2007-08-01",0,0
"9869","Irwin (S)","2007-09-01",0,0
"9870","Irwin (S)","2007-10-01",0,0
"9871","Irwin (S)","2007-11-01",0,0
"9872","Irwin (S)","2007-12-01",0,0
"9873","Irwin (S)","2008-01-01",1.7,1
"9874","Irwin (S)","2008-02-01",0,0
"9875","Irwin (S)","2008-03-01",0,0
"9876","Irwin (S)","2008-04-01",0,0
"9877","Irwin (S)","2008-05-01",1.7,1
"9878","Irwin (S)","2008-06-01",0,0
"9879","Irwin (S)","2008-07-01",0,0
"9880","Irwin (S)","2008-08-01",0,0
"9881","Irwin (S)","2008-09-01",0,0
"9882","Irwin (S)","2008-10-01",0,0
"9883","Irwin (S)","2008-11-01",0.84,1
"9884","Irwin (S)","2008-12-01",0,0
"9885","Irwin (S)","2009-01-01",0,0
"9886","Irwin (S)","2009-02-01",0,0
"9887","Irwin (S)","2009-03-01",0,0
"9888","Irwin (S)","2009-04-01",0,0
"9889","Irwin (S)","2009-05-01",0,0
"9890","Irwin (S)","2009-06-01",5.155,5
"9891","Irwin (S)","2009-07-01",6.6,2
"9892","Irwin (S)","2009-08-01",2.4,1
"9893","Irwin (S)","2009-09-01",0,0
"9894","Irwin (S)","2009-10-01",0,0
"9895","Irwin (S)","2009-11-01",3,2
"9896","Irwin (S)","2009-12-01",9.02,3
"9897","Irwin (S)","2010-01-01",0,0
"9898","Irwin (S)","2010-02-01",4.1,2
"9899","Irwin (S)","2010-03-01",4.4,3
"9900","Irwin (S)","2010-04-01",10.2,6
"9901","Irwin (S)","2010-05-01",10.55,5
"9902","Irwin (S)","2010-06-01",35.215,10
"9903","Irwin (S)","2010-07-01",4.24,2
"9904","Irwin (S)","2010-08-01",8.03,3
"9905","Irwin (S)","2010-09-01",31.145,12
"9906","Irwin (S)","2010-10-01",16.32,8
"9907","Irwin (S)","2010-11-01",24.725,12
"9908","Irwin (S)","2010-12-01",12.455,4
"9909","Irwin (S)","2011-01-01",23.495,8
"9910","Irwin (S)","2011-02-01",21.2,9
"9911","Irwin (S)","2011-03-01",16.405,9
"9912","Irwin (S)","2011-04-01",41.404,16
"9913","Irwin (S)","2011-05-01",50.89,19
"9914","Irwin (S)","2011-06-01",49.155,16
"9915","Irwin (S)","2011-07-01",18.03,7
"9916","Irwin (S)","2011-08-01",22.45,9
"9917","Irwin (S)","2011-09-01",44.32,13
"9918","Irwin (S)","2011-10-01",6.982,4
"9919","Irwin (S)","2011-11-01",10.09,5
"9920","Irwin (S)","2011-12-01",6.66,4
"9921","Irwin (S)","2012-01-01",23.495,8
"9922","Irwin (S)","2012-02-01",21.2,9
"9923","Irwin (S)","2012-03-01",16.405,9
"9924","Irwin (S)","2012-04-01",41.404,16
"9925","Irwin (S)","2012-05-01",50.89,19
"9926","Irwin (S)","2012-06-01",49.155,16
"9927","Irwin (S)","2012-07-01",18.03,7
"9928","Irwin (S)","2012-08-01",22.45,9
"9929","Irwin (S)","2012-09-01",44.32,13
"9930","Irwin (S)","2012-10-01",6.982,4
"9931","Irwin (S)","2012-11-01",10.09,5
"9932","Irwin (S)","2012-12-01",6.66,4
"9933","Irwin (S)","2013-01-01",6.72,3
"9934","Irwin (S)","2013-02-01",9.52,3
"9935","Irwin (S)","2013-03-01",24,3
"9936","Irwin (S)","2013-04-01",24.95,5
"9937","Irwin (S)","2013-05-01",11.755,4
"9938","Irwin (S)","2013-06-01",0,0
"9939","Irwin (S)","2013-07-01",5,2
"9940","Irwin (S)","2013-08-01",0,0
"9941","Irwin (S)","2013-09-01",8.4,2
"9942","Irwin (S)","2013-10-01",12,4
"9943","Irwin (S)","2013-11-01",3,1
"9944","Irwin (S)","2013-12-01",3,1
"9945","Irwin (S)","2014-01-01",4.56,2
"9946","Irwin (S)","2014-02-01",10.19,3
"9947","Irwin (S)","2014-03-01",15.75,4
"9948","Irwin (S)","2014-04-01",7,3
"9949","Irwin (S)","2014-05-01",15.39,5
"9950","Irwin (S)","2014-06-01",8.25,3
"9951","Irwin (S)","2014-07-01",27.76,7
"9952","Irwin (S)","2014-08-01",25,5
"9953","Irwin (S)","2014-09-01",53,10
"9954","Irwin (S)","2014-10-01",37.92,11
"9955","Irwin (S)","2014-11-01",25.25,6
"9956","Irwin (S)","2014-12-01",6,2
"9957","Irwin (S)","2015-01-01",0,0
"9958","Irwin (S)","2015-02-01",8.5,2
"9959","Irwin (S)","2015-03-01",7.58,2
"9960","Irwin (S)","2015-04-01",8.5,3
"9961","Irwin (S)","2015-05-01",10.5,2
"9962","Irwin (S)","2015-06-01",70.305,12
"9963","Irwin (S)","2015-07-01",5,1
"9964","Irwin (S)","2015-08-01",23.355,5
"9965","Irwin (S)","2015-09-01",26.93,8
"9966","Irwin (S)","2015-10-01",27.3,5
"9967","Irwin (S)","2015-11-01",3.12,1
"9968","Irwin (S)","2015-12-01",7.14,1
"9969","Irwin (S)","2016-01-01",12.78,3
"9970","Irwin (S)","2016-02-01",3,1
"9971","Irwin (S)","2016-03-01",9.36,3
"9972","Irwin (S)","2016-04-01",9.76,2
"9973","Irwin (S)","2016-05-01",34.84,6
"9974","Irwin (S)","2016-06-01",3.12,1
"9975","Irwin (S)","2016-07-01",7.28,2
"9976","Irwin (S)","2016-08-01",20.94,4
"9977","Irwin (S)","2016-09-01",44.12,10
"9978","Irwin (S)","2016-10-01",18.88,4
"9979","Irwin (S)","2016-11-01",28.96,7
"9980","Irwin (S)","2016-12-01",9.12,2
"9981","Irwin (S)","2017-01-01",38.17,7
"9982","Irwin (S)","2017-02-01",0,0
"9983","Irwin (S)","2017-03-01",12.5,3
"9984","Irwin (S)","2017-04-01",24.88,5
"9985","Irwin (S)","2017-05-01",52.84,9
"9986","Irwin (S)","2017-06-01",25.96,5
"9987","Irwin (S)","2017-07-01",23.49,4
"9988","Irwin (S)","2017-08-01",70.2,10
"9989","Irwin (S)","2017-09-01",22.35,4
"9990","Irwin (S)","2017-10-01",13.5,3
"9991","Irwin (S)","2017-11-01",39.8,9
"9992","Irwin (S)","2017-12-01",42.76,9
"9993","Irwin (S)","2018-01-01",27.025,5
"9994","Irwin (S)","2018-02-01",9.72,2
"9995","Irwin (S)","2018-03-01",37.995,7
"9996","Irwin (S)","2018-04-01",24.61,8
"9997","Irwin (S)","2018-05-01",86.8,8
"9998","Irwin (S)","2018-06-01",41.22,8
"9999","Irwin (S)","2018-07-01",19.15,5
"10000","Irwin (S)","2018-08-01",32.16,6
"10001","Irwin (S)","2018-09-01",47.625,9
"10002","Irwin (S)","2018-10-01",17.86,3
"10003","Irwin (S)","2018-11-01",19.855,3
"10004","Irwin (S)","2018-12-01",47.245,9
"10005","Irwin (S)","2019-01-01",22.49,4
"10006","Irwin (S)","2019-02-01",46.63,9
"10007","Irwin (S)","2019-03-01",46.71,6
"10008","Irwin (S)","2019-04-01",87.33,8
"10009","Irwin (S)","2019-05-01",58.525,10
"10010","Irwin (S)","2019-06-01",34.29,6
"10011","Irwin (S)","2019-07-01",49.19,8
"10012","Irwin (S)","2019-08-01",39.05,7
"10013","Irwin (S)","2019-09-01",78.6,10
"10014","Irwin (S)","2019-10-01",54.28,9
"10015","Irwin (S)","2019-11-01",100.89,6
"10016","Irwin (S)","2019-12-01",26.31,4
"10017","Jerramungup (S)","2001-04-01",0,0
"10018","Jerramungup (S)","2001-05-01",0,0
"10019","Jerramungup (S)","2001-06-01",0,0
"10020","Jerramungup (S)","2001-07-01",0,0
"10021","Jerramungup (S)","2001-08-01",0,0
"10022","Jerramungup (S)","2001-09-01",0,0
"10023","Jerramungup (S)","2001-10-01",0,0
"10024","Jerramungup (S)","2001-11-01",0,0
"10025","Jerramungup (S)","2001-12-01",0,0
"10026","Jerramungup (S)","2002-01-01",0,0
"10027","Jerramungup (S)","2002-02-01",0,0
"10028","Jerramungup (S)","2002-03-01",0,0
"10029","Jerramungup (S)","2002-04-01",0,0
"10030","Jerramungup (S)","2002-05-01",0,0
"10031","Jerramungup (S)","2002-06-01",0,0
"10032","Jerramungup (S)","2002-07-01",0,0
"10033","Jerramungup (S)","2002-08-01",0,0
"10034","Jerramungup (S)","2002-09-01",0,0
"10035","Jerramungup (S)","2002-10-01",0,0
"10036","Jerramungup (S)","2002-11-01",0,0
"10037","Jerramungup (S)","2002-12-01",0,0
"10038","Jerramungup (S)","2004-01-01",0,0
"10039","Jerramungup (S)","2004-02-01",0,0
"10040","Jerramungup (S)","2004-03-01",0,0
"10041","Jerramungup (S)","2004-04-01",0,0
"10042","Jerramungup (S)","2004-05-01",0,0
"10043","Jerramungup (S)","2004-06-01",0,0
"10044","Jerramungup (S)","2004-07-01",0,0
"10045","Jerramungup (S)","2004-08-01",0,0
"10046","Jerramungup (S)","2004-09-01",0,0
"10047","Jerramungup (S)","2004-10-01",0,0
"10048","Jerramungup (S)","2004-11-01",0,0
"10049","Jerramungup (S)","2004-12-01",0,0
"10050","Jerramungup (S)","2005-01-01",0,0
"10051","Jerramungup (S)","2005-02-01",0,0
"10052","Jerramungup (S)","2005-03-01",0,0
"10053","Jerramungup (S)","2005-04-01",0,0
"10054","Jerramungup (S)","2005-05-01",0,0
"10055","Jerramungup (S)","2005-06-01",0,0
"10056","Jerramungup (S)","2005-07-01",0,0
"10057","Jerramungup (S)","2005-08-01",0,0
"10058","Jerramungup (S)","2005-09-01",0,0
"10059","Jerramungup (S)","2005-10-01",0,0
"10060","Jerramungup (S)","2005-11-01",0,0
"10061","Jerramungup (S)","2005-12-01",0,0
"10062","Jerramungup (S)","2006-01-01",0,0
"10063","Jerramungup (S)","2006-02-01",0,0
"10064","Jerramungup (S)","2006-03-01",0,0
"10065","Jerramungup (S)","2006-04-01",0,0
"10066","Jerramungup (S)","2006-05-01",0,0
"10067","Jerramungup (S)","2006-06-01",0,0
"10068","Jerramungup (S)","2006-07-01",0,0
"10069","Jerramungup (S)","2006-08-01",0,0
"10070","Jerramungup (S)","2006-09-01",0,0
"10071","Jerramungup (S)","2006-10-01",0,0
"10072","Jerramungup (S)","2006-11-01",0,0
"10073","Jerramungup (S)","2006-12-01",0,0
"10074","Jerramungup (S)","2007-01-01",0,0
"10075","Jerramungup (S)","2007-02-01",0,0
"10076","Jerramungup (S)","2007-03-01",0,0
"10077","Jerramungup (S)","2007-04-01",0,0
"10078","Jerramungup (S)","2007-05-01",0,0
"10079","Jerramungup (S)","2007-06-01",0,0
"10080","Jerramungup (S)","2007-07-01",0,0
"10081","Jerramungup (S)","2007-08-01",0,0
"10082","Jerramungup (S)","2007-09-01",0,0
"10083","Jerramungup (S)","2007-10-01",0,0
"10084","Jerramungup (S)","2007-11-01",0,0
"10085","Jerramungup (S)","2007-12-01",0,0
"10086","Jerramungup (S)","2008-01-01",0,0
"10087","Jerramungup (S)","2008-02-01",0,0
"10088","Jerramungup (S)","2008-03-01",1.75,1
"10089","Jerramungup (S)","2008-04-01",0,0
"10090","Jerramungup (S)","2008-05-01",0,0
"10091","Jerramungup (S)","2008-06-01",0,0
"10092","Jerramungup (S)","2008-07-01",1.44,1
"10093","Jerramungup (S)","2008-08-01",0,0
"10094","Jerramungup (S)","2008-09-01",0,0
"10095","Jerramungup (S)","2008-10-01",0,0
"10096","Jerramungup (S)","2008-11-01",0,0
"10097","Jerramungup (S)","2008-12-01",0,0
"10098","Jerramungup (S)","2009-01-01",0,0
"10099","Jerramungup (S)","2009-02-01",0,0
"10100","Jerramungup (S)","2009-03-01",0,0
"10101","Jerramungup (S)","2009-04-01",2.16,1
"10102","Jerramungup (S)","2009-05-01",0,0
"10103","Jerramungup (S)","2009-06-01",0,0
"10104","Jerramungup (S)","2009-07-01",0,0
"10105","Jerramungup (S)","2009-08-01",0,0
"10106","Jerramungup (S)","2009-09-01",0,0
"10107","Jerramungup (S)","2009-10-01",0,0
"10108","Jerramungup (S)","2009-11-01",0,0
"10109","Jerramungup (S)","2009-12-01",0,0
"10110","Jerramungup (S)","2010-01-01",0,0
"10111","Jerramungup (S)","2010-02-01",0,0
"10112","Jerramungup (S)","2010-03-01",0,0
"10113","Jerramungup (S)","2010-04-01",0,0
"10114","Jerramungup (S)","2010-05-01",0,0
"10115","Jerramungup (S)","2010-06-01",3.9,1
"10116","Jerramungup (S)","2010-07-01",0,0
"10117","Jerramungup (S)","2010-08-01",0,0
"10118","Jerramungup (S)","2010-09-01",0,0
"10119","Jerramungup (S)","2010-10-01",0,0
"10120","Jerramungup (S)","2010-11-01",0,0
"10121","Jerramungup (S)","2010-12-01",98.67,1
"10122","Jerramungup (S)","2011-01-01",0,0
"10123","Jerramungup (S)","2011-02-01",0,0
"10124","Jerramungup (S)","2011-03-01",0,0
"10125","Jerramungup (S)","2011-04-01",10.714,5
"10126","Jerramungup (S)","2011-05-01",0,0
"10127","Jerramungup (S)","2011-06-01",4.24,2
"10128","Jerramungup (S)","2011-07-01",0,0
"10129","Jerramungup (S)","2011-08-01",0,0
"10130","Jerramungup (S)","2011-09-01",0,0
"10131","Jerramungup (S)","2011-10-01",11.39,4
"10132","Jerramungup (S)","2011-11-01",1.52,1
"10133","Jerramungup (S)","2011-12-01",4.44,2
"10134","Jerramungup (S)","2012-01-01",0,0
"10135","Jerramungup (S)","2012-02-01",0,0
"10136","Jerramungup (S)","2012-03-01",0,0
"10137","Jerramungup (S)","2012-04-01",10.714,5
"10138","Jerramungup (S)","2012-05-01",0,0
"10139","Jerramungup (S)","2012-06-01",4.24,2
"10140","Jerramungup (S)","2012-07-01",0,0
"10141","Jerramungup (S)","2012-08-01",0,0
"10142","Jerramungup (S)","2012-09-01",0,0
"10143","Jerramungup (S)","2012-10-01",11.39,4
"10144","Jerramungup (S)","2012-11-01",1.52,1
